path,label
dataset/train/hatchback/hatchback-back (335).jpg,hatchback
dataset/train/pickup-truck/pickup-back (216).jpg,pickup-truck
dataset/train/bus/bus-back (18).jpg,bus
dataset/train/van/van-back (47).jpg,van
dataset/train/sedan/sedan-back (2232).jpg,sedan
dataset/train/pickup-truck/pickup-front (148).jpg,pickup-truck
dataset/train/van/van-back (132).jpg,van
dataset/train/motorcycle/1_BICYCLE_11-09-23-208.jpg,motorcycle
dataset/train/van/van-front (264).jpg,van
dataset/train/bus/bus-front (24).jpg,bus
dataset/train/pickup-truck/pickup-back (86).jpg,pickup-truck
dataset/train/sedan/sedan-back (1861).jpg,sedan
dataset/train/sedan/sedan-front (1387).jpg,sedan
dataset/train/hatchback/hatchback-back (446).jpg,hatchback
dataset/train/crossover/crossover-front (209).jpg,crossover
dataset/train/sedan/sedan-front (29).jpg,sedan
dataset/train/motorcycle/1_BICYCLE_16-45-39-800.jpg,motorcycle
dataset/train/hatchback/hatchback-back (373).jpg,hatchback
dataset/train/sedan/sedan-back (2443).jpg,sedan
dataset/train/sedan/sedan-front (351).jpg,sedan
dataset/train/van/van-back (17).jpg,van
dataset/train/hatchback/hatchback-back (430).jpg,hatchback
dataset/train/crossover/crossover-front (149).jpg,crossover
dataset/train/sedan/sedan-front (1817).jpg,sedan
dataset/train/sedan/sedan-front (1117).jpg,sedan
dataset/train/sedan/sedan-front (1083).jpg,sedan
dataset/train/bus/bus-back (15).jpg,bus
dataset/train/van/van-front (130).jpg,van
dataset/train/pickup-truck/pickup-back (168).jpg,pickup-truck
dataset/train/hatchback/hatchback-back (456).jpg,hatchback
dataset/train/pickup-truck/pickup-front (198).jpg,pickup-truck
dataset/train/sedan/sedan-back (2488).jpg,sedan
dataset/train/bus/bus-front (4).jpg,bus
dataset/train/sedan/sedan-front (1339).jpg,sedan
dataset/train/sedan/sedan-front (1021).jpg,sedan
dataset/train/hatchback/hatchback-front (172).jpg,hatchback
dataset/train/hatchback/hatchback-back (119).jpg,hatchback
dataset/train/sedan/sedan-back (2135).jpg,sedan
dataset/train/sedan/sedan-front (1723).jpg,sedan
dataset/train/truck/truck-front (168).jpg,truck
dataset/train/sedan/sedan-front (1359).jpg,sedan
dataset/train/truck/truck-back (89).jpg,truck
dataset/train/sedan/sedan-front (1879).jpg,sedan
dataset/train/crossover/crossover-front (388).jpg,crossover
dataset/train/hatchback/hatchback-front (140).jpg,hatchback
dataset/train/pickup-truck/pickup-back (147).jpg,pickup-truck
dataset/train/bus/bus-front (60).jpg,bus
dataset/train/crossover/crossover-front (128).jpg,crossover
dataset/train/sedan/sedan-back (2444).jpg,sedan
dataset/train/sedan/sedan-back (2477).jpg,sedan
dataset/train/sedan/sedan-back (2371).jpg,sedan
dataset/train/sedan/sedan-back (2382).jpg,sedan
dataset/train/sedan/sedan-back (1984).jpg,sedan
dataset/train/crossover/crossover-back (67).jpg,crossover
dataset/train/van/van-front (127).jpg,van
dataset/train/pickup-truck/pickup-back (110).jpg,pickup-truck
dataset/train/sedan/sedan-back (2210).jpg,sedan
dataset/train/pickup-truck/pickup-front (226).jpg,pickup-truck
dataset/train/sedan/sedan-back (2349).jpg,sedan
dataset/train/hatchback/hatchback-back (362).jpg,hatchback
dataset/train/sedan/sedan-back (2346).jpg,sedan
dataset/train/sedan/sedan-back (960).jpg,sedan
dataset/train/crossover/crossover-front (175).jpg,crossover
dataset/train/pickup-truck/pickup-back (254).jpg,pickup-truck
dataset/train/sedan/sedan-back (2252).jpg,sedan
dataset/train/crossover/crossover-front (374).jpg,crossover
dataset/train/van/van-front (143).jpg,van
dataset/train/truck/truck-back (17).jpg,truck
dataset/train/hatchback/hatchback-back (551).jpg,hatchback
dataset/train/pickup-truck/pickup-back (68).jpg,pickup-truck
dataset/train/sedan/sedan-back (731).jpg,sedan
dataset/train/hatchback/hatchback-front (101).jpg,hatchback
dataset/train/hatchback/hatchback-front (199).jpg,hatchback
dataset/train/truck/truck-front (190).jpg,truck
dataset/train/truck/truck-front (149).jpg,truck
dataset/train/hatchback/hatchback-back (457).jpg,hatchback
dataset/train/van/van-back (153).jpg,van
dataset/train/crossover/crossover-front (171).jpg,crossover
dataset/train/pickup-truck/pickup-back (134).jpg,pickup-truck
dataset/train/motorcycle/1_BICYCLE_07-22-30-819.jpg,motorcycle
dataset/train/sedan/sedan-front (1887).jpg,sedan
dataset/train/sedan/sedan-front (1492).jpg,sedan
dataset/train/sedan/sedan-front (1924).jpg,sedan
dataset/train/sedan/sedan-front (125).jpg,sedan
dataset/train/sedan/sedan-front (410).jpg,sedan
dataset/train/crossover/crossover-front (233).jpg,crossover
dataset/train/hatchback/hatchback-front (317).jpg,hatchback
dataset/train/sedan/sedan-back (2044).jpg,sedan
dataset/train/bus/bus-back (12).jpg,bus
dataset/train/van/van-front (107).jpg,van
dataset/train/sedan/sedan-back (635).jpg,sedan
dataset/train/sedan/sedan-front (1123).jpg,sedan
dataset/train/sedan/sedan-front (376).jpg,sedan
dataset/train/van/van-back (33).jpg,van
dataset/train/van/van-front (131).jpg,van
dataset/train/van/van-front (231).jpg,van
dataset/train/sedan/sedan-front (463).jpg,sedan
dataset/train/crossover/crossover-front (293).jpg,crossover
dataset/train/sedan/sedan-back (51).jpg,sedan
dataset/train/sedan/sedan-back (1862).jpg,sedan
dataset/train/sedan/sedan-back (1778).jpg,sedan
dataset/train/van/van-front (260).jpg,van
dataset/train/hatchback/hatchback-front (128).jpg,hatchback
dataset/train/crossover/crossover-front (141).jpg,crossover
dataset/train/pickup-truck/pickup-front (245).jpg,pickup-truck
dataset/train/sedan/sedan-back (2431).jpg,sedan
dataset/train/pickup-truck/pickup-back (182).jpg,pickup-truck
dataset/train/sedan/sedan-front (475).jpg,sedan
dataset/train/crossover/crossover-front (327).jpg,crossover
dataset/train/pickup-truck/pickup-front (22).jpg,pickup-truck
dataset/train/crossover/crossover-back (239).jpg,crossover
dataset/train/hatchback/hatchback-back (532).jpg,hatchback
dataset/train/truck/truck-back (19).jpg,truck
dataset/train/sedan/sedan-back (1341).jpg,sedan
dataset/train/hatchback/hatchback-back (131).jpg,hatchback
dataset/train/sedan/sedan-front (1370).jpg,sedan
dataset/train/truck/truck-front (104).jpg,truck
dataset/train/crossover/crossover-back (74).jpg,crossover
dataset/train/sedan/sedan-front (1242).jpg,sedan
dataset/train/pickup-truck/pickup-back (244).jpg,pickup-truck
dataset/train/van/van-front (120).jpg,van
dataset/train/motorcycle/1_BICYCLE_16-07-55-830.jpg,motorcycle
dataset/train/sedan/sedan-front (402).jpg,sedan
dataset/train/sedan/sedan-front (124).jpg,sedan
dataset/train/truck/truck-back (40).jpg,truck
dataset/train/truck/truck-front (141).jpg,truck
dataset/train/sedan/sedan-front (389).jpg,sedan
dataset/train/van/van-front (266).jpg,van
dataset/train/crossover/crossover-front (115).jpg,crossover
dataset/train/crossover/crossover-back (294).jpg,crossover
dataset/train/sedan/sedan-front (1840).jpg,sedan
dataset/train/sedan/sedan-front (1491).jpg,sedan
dataset/train/sedan/sedan-front (1925).jpg,sedan
dataset/train/sedan/sedan-front (1699).jpg,sedan
dataset/train/truck/truck-front (182).jpg,truck
dataset/train/crossover/crossover-back (188).jpg,crossover
dataset/train/sedan/sedan-front (1072).jpg,sedan
dataset/train/sedan/sedan-front (317).jpg,sedan
dataset/train/sedan/sedan-back (2455).jpg,sedan
dataset/train/hatchback/hatchback-back (7).jpg,hatchback
dataset/train/sedan/sedan-back (1149).jpg,sedan
dataset/train/hatchback/hatchback-front (165).jpg,hatchback
dataset/train/van/van-front (185).jpg,van
dataset/train/sedan/sedan-front (1410).jpg,sedan
dataset/train/sedan/sedan-front (1638).jpg,sedan
dataset/train/hatchback/hatchback-back (290).jpg,hatchback
dataset/train/sedan/sedan-front (1501).jpg,sedan
dataset/train/pickup-truck/pickup-front (232).jpg,pickup-truck
dataset/train/sedan/sedan-front (1431).jpg,sedan
dataset/train/pickup-truck/pickup-back (52).jpg,pickup-truck
dataset/train/pickup-truck/pickup-front (126).jpg,pickup-truck
dataset/train/sedan/sedan-back (1550).jpg,sedan
dataset/train/bus/bus-back (5).jpg,bus
dataset/train/van/van-front (233).jpg,van
dataset/train/sedan/sedan-front (1913).jpg,sedan
dataset/train/sedan/sedan-front (1922).jpg,sedan
dataset/train/truck/truck-back (87).jpg,truck
dataset/train/sedan/sedan-front (1481).jpg,sedan
dataset/train/crossover/crossover-front (170).jpg,crossover
dataset/train/bus/bus-back (8).jpg,bus
dataset/train/van/van-front (187).jpg,van
dataset/train/motorcycle/1_BICYCLE_12-27-01-523.jpg,motorcycle
dataset/train/pickup-truck/pickup-front (135).jpg,pickup-truck
dataset/train/crossover/crossover-back (177).jpg,crossover
dataset/train/bus/bus-front (56).jpg,bus
dataset/train/hatchback/hatchback-front (235).jpg,hatchback
dataset/train/hatchback/hatchback-back (520).jpg,hatchback
dataset/train/van/van-back (144).jpg,van
dataset/train/sedan/sedan-front (159).jpg,sedan
dataset/train/sedan/sedan-back (2778).jpg,sedan
dataset/train/hatchback/hatchback-front (187).jpg,hatchback
dataset/train/truck/truck-back (113).jpg,truck
dataset/train/sedan/sedan-back (2274).jpg,sedan
dataset/train/sedan/sedan-front (19).jpg,sedan
dataset/train/van/van-front (250).jpg,van
dataset/train/pickup-truck/pickup-front (233).jpg,pickup-truck
dataset/train/crossover/crossover-back (332).jpg,crossover
dataset/train/pickup-truck/pickup-back (229).jpg,pickup-truck
dataset/train/van/van-front (165).jpg,van
dataset/train/crossover/crossover-front (303).jpg,crossover
dataset/train/pickup-truck/pickup-back (226).jpg,pickup-truck
dataset/train/sedan/sedan-front (1862).jpg,sedan
dataset/train/van/van-front (221).jpg,van
dataset/train/crossover/crossover-back (191).jpg,crossover
dataset/train/crossover/crossover-front (177).jpg,crossover
dataset/train/sedan/sedan-front (1204).jpg,sedan
dataset/train/pickup-truck/pickup-front (157).jpg,pickup-truck
dataset/train/van/van-front (203).jpg,van
dataset/train/sedan/sedan-front (1384).jpg,sedan
dataset/train/van/van-front (216).jpg,van
dataset/train/sedan/sedan-front (499).jpg,sedan
dataset/train/sedan/sedan-front (1337).jpg,sedan
dataset/train/sedan/sedan-back (1944).jpg,sedan
dataset/train/pickup-truck/pickup-front (207).jpg,pickup-truck
dataset/train/bus/bus-back (24).jpg,bus
dataset/train/van/van-back (194).jpg,van
dataset/train/sedan/sedan-back (1577).jpg,sedan
dataset/train/sedan/sedan-back (1397).jpg,sedan
dataset/train/sedan/sedan-back (2066).jpg,sedan
dataset/train/pickup-truck/pickup-back (111).jpg,pickup-truck
dataset/train/van/van-back (49).jpg,van
dataset/train/truck/truck-back (125).jpg,truck
dataset/train/sedan/sedan-front (1237).jpg,sedan
dataset/train/sedan/sedan-back (2067).jpg,sedan
dataset/train/hatchback/hatchback-front (123).jpg,hatchback
dataset/train/van/van-front (102).jpg,van
dataset/train/sedan/sedan-front (1394).jpg,sedan
dataset/train/sedan/sedan-front (1854).jpg,sedan
dataset/train/crossover/crossover-front (318).jpg,crossover
dataset/train/hatchback/hatchback-front (306).jpg,hatchback
dataset/train/crossover/crossover-front (236).jpg,crossover
dataset/train/hatchback/hatchback-front (249).jpg,hatchback
dataset/train/crossover/crossover-front (163).jpg,crossover
dataset/train/hatchback/hatchback-back (499).jpg,hatchback
dataset/train/van/van-back (130).jpg,van
dataset/train/crossover/crossover-front (321).jpg,crossover
dataset/train/hatchback/hatchback-front (19).jpg,hatchback
dataset/train/sedan/sedan-back (495).jpg,sedan
dataset/train/sedan/sedan-front (38).jpg,sedan
dataset/train/pickup-truck/pickup-back (153).jpg,pickup-truck
dataset/train/sedan/sedan-front (1372).jpg,sedan
dataset/train/sedan/sedan-front (1119).jpg,sedan
dataset/train/sedan/sedan-back (2296).jpg,sedan
dataset/train/crossover/crossover-back (61).jpg,crossover
dataset/train/sedan/sedan-front (437).jpg,sedan
dataset/train/sedan/sedan-back (287).jpg,sedan
dataset/train/van/van-front (15).jpg,van
dataset/train/van/van-back (159).jpg,van
dataset/train/sedan/sedan-back (1444).jpg,sedan
dataset/train/van/van-back (57).jpg,van
dataset/train/sedan/sedan-front (289).jpg,sedan
dataset/train/sedan/sedan-front (1361).jpg,sedan
dataset/train/sedan/sedan-front (112).jpg,sedan
dataset/train/van/van-front (121).jpg,van
dataset/train/pickup-truck/pickup-front (225).jpg,pickup-truck
dataset/train/sedan/sedan-front (1238).jpg,sedan
dataset/train/sedan/sedan-front (1309).jpg,sedan
dataset/train/sedan/sedan-front (1455).jpg,sedan
dataset/train/sedan/sedan-front (1553).jpg,sedan
dataset/train/pickup-truck/pickup-front (13).jpg,pickup-truck
dataset/train/sedan/sedan-front (1591).jpg,sedan
dataset/train/pickup-truck/pickup-back (33).jpg,pickup-truck
dataset/train/crossover/crossover-front (314).jpg,crossover
dataset/train/sedan/sedan-front (1362).jpg,sedan
dataset/train/sedan/sedan-front (1194).jpg,sedan
dataset/train/sedan/sedan-front (39).jpg,sedan
dataset/train/sedan/sedan-front (1720).jpg,sedan
dataset/train/pickup-truck/pickup-front (150).jpg,pickup-truck
dataset/train/hatchback/hatchback-back (528).jpg,hatchback
dataset/train/sedan/sedan-front (379).jpg,sedan
dataset/train/sedan/sedan-front (1062).jpg,sedan
dataset/train/crossover/crossover-front (153).jpg,crossover
dataset/train/hatchback/hatchback-back (422).jpg,hatchback
dataset/train/motorcycle/1_BICYCLE_10-45-11-580.jpg,motorcycle
dataset/train/van/van-front (106).jpg,van
dataset/train/van/van-front (224).jpg,van
dataset/train/pickup-truck/pickup-back (109).jpg,pickup-truck
dataset/train/van/van-back (165).jpg,van
dataset/train/sedan/sedan-back (2004).jpg,sedan
dataset/train/hatchback/hatchback-back (563).jpg,hatchback
dataset/train/sedan/sedan-front (1099).jpg,sedan
dataset/train/van/van-back (96).jpg,van
dataset/train/truck/truck-front (153).jpg,truck
dataset/train/sedan/sedan-front (1047).jpg,sedan
dataset/train/sedan/sedan-front (1803).jpg,sedan
dataset/train/truck/truck-front (112).jpg,truck
dataset/train/crossover/crossover-front (123).jpg,crossover
dataset/train/bus/bus-front (27).jpg,bus
dataset/train/crossover/crossover-front (351).jpg,crossover
dataset/train/sedan/sedan-front (1693).jpg,sedan
dataset/train/sedan/sedan-front (1504).jpg,sedan
dataset/train/sedan/sedan-front (235).jpg,sedan
dataset/train/motorcycle/1_BICYCLE_16-46-19-305.jpg,motorcycle
dataset/train/van/van-back (193).jpg,van
dataset/train/truck/truck-front (114).jpg,truck
dataset/train/sedan/sedan-front (1483).jpg,sedan
dataset/train/hatchback/hatchback-back (505).jpg,hatchback
dataset/train/truck/truck-back (6).jpg,truck
dataset/train/sedan/sedan-front (18).jpg,sedan
dataset/train/pickup-truck/pickup-back (158).jpg,pickup-truck
dataset/train/sedan/sedan-back (2277).jpg,sedan
dataset/train/sedan/sedan-front (223).jpg,sedan
dataset/train/van/van-back (192).jpg,van
dataset/train/van/van-back (93).jpg,van
dataset/train/sedan/sedan-front (110).jpg,sedan
dataset/train/van/van-back (121).jpg,van
dataset/train/sedan/sedan-back (2501).jpg,sedan
dataset/train/van/van-back (32).jpg,van
dataset/train/crossover/crossover-front (146).jpg,crossover
dataset/train/sedan/sedan-back (1485).jpg,sedan
dataset/train/sedan/sedan-front (1201).jpg,sedan
dataset/train/crossover/crossover-front (135).jpg,crossover
dataset/train/sedan/sedan-front (1181).jpg,sedan
dataset/train/crossover/crossover-back (271).jpg,crossover
dataset/train/sedan/sedan-front (1480).jpg,sedan
dataset/train/van/van-back (26).jpg,van
dataset/train/sedan/sedan-back (864).jpg,sedan
dataset/train/van/van-back (142).jpg,van
dataset/train/sedan/sedan-front (1585).jpg,sedan
dataset/train/sedan/sedan-front (162).jpg,sedan
dataset/train/van/van-back (168).jpg,van
dataset/train/pickup-truck/pickup-front (153).jpg,pickup-truck
dataset/train/sedan/sedan-front (496).jpg,sedan
dataset/train/pickup-truck/pickup-front (218).jpg,pickup-truck
dataset/train/sedan/sedan-back (207).jpg,sedan
dataset/train/truck/truck-front (121).jpg,truck
dataset/train/sedan/sedan-front (291).jpg,sedan
dataset/train/truck/truck-front (102).jpg,truck
dataset/train/van/van-front (170).jpg,van
dataset/train/motorcycle/1_BICYCLE_15-38-22-214.jpg,motorcycle
dataset/train/crossover/crossover-front (259).jpg,crossover
dataset/train/sedan/sedan-back (1633).jpg,sedan
dataset/train/bus/bus-back (9).jpg,bus
dataset/train/truck/truck-front (137).jpg,truck
dataset/train/van/van-back (107).jpg,van
dataset/train/sedan/sedan-back (2260).jpg,sedan
dataset/train/sedan/sedan-front (1789).jpg,sedan
dataset/train/sedan/sedan-front (342).jpg,sedan
dataset/train/van/van-front (288).jpg,van
dataset/train/motorcycle/1_BICYCLE_16-45-06-415.jpg,motorcycle
dataset/train/bus/bus-front (6).jpg,bus
dataset/train/truck/truck-front (22).jpg,truck
dataset/train/truck/truck-front (170).jpg,truck
dataset/train/sedan/sedan-front (219).jpg,sedan
dataset/train/crossover/crossover-back (298).jpg,crossover
dataset/train/crossover/crossover-front (261).jpg,crossover
dataset/train/crossover/crossover-front (237).jpg,crossover
dataset/train/sedan/sedan-back (2464).jpg,sedan
dataset/train/pickup-truck/pickup-back (70).jpg,pickup-truck
dataset/train/sedan/sedan-front (1769).jpg,sedan
dataset/train/sedan/sedan-back (2430).jpg,sedan
dataset/train/crossover/crossover-front (333).jpg,crossover
dataset/train/hatchback/hatchback-back (525).jpg,hatchback
dataset/train/sedan/sedan-front (1405).jpg,sedan
